  1 ,    2.94
  2 ,    2.72
  3 ,    3.00
  4 ,    1.33
  5 ,    2.02
  6 ,    1.01
  7 ,    2.12
  8 ,    3.61
  9 ,    1.00
 10 ,    4.18
 11 ,    3.63
 12 ,    3.41
  1 ,    4.49
  2 ,    0.54
  3 ,    2.28
  4 ,    1.67
  5 ,    3.98
  6 ,    0.09
  7 ,    2.76
  8 ,    3.09
  9 ,    5.78
 10 ,    5.16
 11 ,    0.78
 12 ,    7.24
  1 ,    6.96
  2 ,    2.57
  3 ,    0.83
  4 ,    1.55
  5 ,    3.29
  6 ,    2.31
  7 ,    2.26
  8 ,    3.41
  9 ,    5.00
 10 ,    4.74
 11 ,    3.66
 12 ,    2.50
  1 ,    3.46
  2 ,    1.34
  3 ,    0.67
  4 ,    1.77
  5 ,    1.46
  6 ,    2.09
  7 ,    2.15
  8 ,    3.94
  9 ,    3.18
 10 ,    5.19
 11 ,    6.15
 12 ,    2.83
  1 ,    2.31
  2 ,    4.36
  3 ,    1.35
  4 ,    2.17
  5 ,    3.26
  6 ,    2.70
  7 ,    5.14
  8 ,    1.65
  9 ,    2.41
 10 ,    2.63
 11 ,    1.37
 12 ,    4.57
  1 ,    5.43
  2 ,    3.09
  3 ,    1.14
  4 ,    1.22
  5 ,    2.33
  6 ,    3.13
  7 ,    2.46
  8 ,    4.79
  9 ,    4.06
 10 ,    1.61
 11 ,    6.00
 12 ,    4.20
  1 ,    4.84
  2 ,    2.12
  3 ,    7.52
  4 ,    3.37
  5 ,    3.90
  6 ,    2.65
  7 ,    2.08
  8 ,    0.80
  9 ,    2.74
 10 ,    1.18
 11 ,    3.94
 12 ,    3.66
  1 ,    6.59
  2 ,    2.24
  3 ,    2.04
  4 ,    1.43
  5 ,    1.76
  6 ,    2.34
  7 ,    4.06
  8 ,    4.03
  9 ,    3.07
 10 ,    3.44
 11 ,    3.76
 12 ,    6.93
  1 ,    1.73
  2 ,    1.44
  3 ,    1.75
  4 ,    2.94
  5 ,    2.67
  6 ,    0.97
  7 ,    1.77
  8 ,    2.33
  9 ,    1.11
 10 ,    7.13
 11 ,    5.81
 12 ,    4.54
  1 ,    1.18
  2 ,    6.96
  3 ,    2.26
  4 ,    3.34
  5 ,    2.38
  6 ,    1.59
  7 ,    2.50
  8 ,    6.23
  9 ,    8.22
 10 ,    3.62
 11 ,    6.70
 12 ,    4.70
  1 ,    3.52
  2 ,    3.66
  3 ,    4.43
  4 ,    3.04
  5 ,    2.59
  6 ,    1.07
  7 ,    3.07
  8 ,    5.37
  9 ,    4.41
 10 ,    1.39
 11 ,    6.65
 12 ,    5.57
  1 ,    4.83
  2 ,    1.43
  3 ,    1.93
  4 ,    3.17
  5 ,    4.44
  6 ,    3.43
  7 ,    1.93
  8 ,    4.78
  9 ,    4.45
 10 ,    4.56
 11 ,    3.66
 12 ,    3.78
  1 ,    1.70
  2 ,    1.83
  3 ,    2.36
  4 ,    2.63
  5 ,    2.17
  6 ,    2.31
  7 ,    2.38
  8 ,    3.29
  9 ,    4.34
 10 ,    3.23
 11 ,    4.98
 12 ,    1.68
  1 ,    3.09
  2 ,    2.87
  3 ,    3.28
  4 ,    0.85
  5 ,    3.28
  6 ,    3.39
  7 ,    2.53
  8 ,    3.28
  9 ,    3.55
 10 ,    7.44
 11 ,    9.15
 12 ,    4.02
  1 ,    2.76
  2 ,    1.91
  3 ,    3.29
  4 ,    2.36
  5 ,    2.76
  6 ,    3.70
  7 ,    0.58
  8 ,    1.18
  9 ,    2.32
 10 ,    2.83
 11 ,    2.19
 12 ,    5.13
  1 ,    4.02
  2 ,    0.74
  3 ,    1.31
  4 ,    0.95
  5 ,    1.01
  6 ,    2.23
  7 ,    3.26
  8 ,    4.06
  9 ,    4.24
 10 ,    1.69
 11 ,    2.60
 12 ,    4.51
  1 ,    3.17
  2 ,    3.35
  3 ,    3.27
  4 ,    0.29
  5 ,    2.13
  6 ,    1.91
  7 ,    4.85
  8 ,    2.06
  9 ,    7.39
 10 ,    3.98
 11 ,    2.32
 12 ,    3.01
  1 ,    3.94
  2 ,    3.96
  3 ,    0.83
  4 ,    0.70
  5 ,    3.75
  6 ,    3.42
  7 ,    4.48
  8 ,    4.25
  9 ,    7.26
 10 ,    3.72
 11 ,    2.90
 12 ,    3.26
  1 ,    4.65
  2 ,    0.43
  3 ,    3.70
  4 ,    3.31
  5 ,    1.82
  6 ,    1.37
  7 ,    2.19
  8 ,    0.68
  9 ,    0.35
 10 ,    6.20
 11 ,    9.05
 12 ,    5.86
  1 ,    5.16
  2 ,    4.43
  3 ,    2.30
  4 ,    3.63
  5 ,    1.85
  6 ,    1.71
  7 ,    3.52
  8 ,    3.88
  9 ,    5.45
 10 ,    5.94
 11 ,    8.06
 12 ,    4.96
  1 ,    4.63
  2 ,    2.84
  3 ,    0.57
  4 ,    4.73
  5 ,    1.57
  6 ,    1.31
  7 ,    1.98
  8 ,    3.94
  9 ,    4.44
 10 ,    6.84
 11 ,    2.50
 12 ,    2.88
  1 ,    4.46
  2 ,    1.14
  3 ,    1.48
  4 ,    2.89
  5 ,    2.06
  6 ,    1.54
  7 ,    2.12
  8 ,    3.80
  9 ,    5.15
 10 ,    1.73
 11 ,    2.85
 12 ,    2.72
  1 ,    0.68
  2 ,    1.07
  3 ,    4.33
  4 ,    3.45
  5 ,    2.08
  6 ,    3.36
  7 ,    1.43
  8 ,    2.48
  9 ,    1.98
 10 ,    2.15
 11 ,    7.40
 12 ,    0.95
  1 ,    0.80
  2 ,    0.80
  3 ,    2.17
  4 ,    2.09
  5 ,    2.18
  6 ,    1.92
  7 ,    2.10
  8 ,    1.80
  9 ,    1.34
 10 ,    3.56
 11 ,    2.37
 12 ,    5.68
  1 ,    4.36
  2 ,    0.51
  3 ,    2.95
  4 ,    2.07
  5 ,    1.35
  6 ,    3.28
  7 ,    2.06
  8 ,    1.48
  9 ,    4.36
 10 ,    1.40
 11 ,    4.36
 12 ,    7.33
  1 ,    2.15
  2 ,    4.74
  3 ,    0.94
  4 ,    4.25
  5 ,    2.47
  6 ,    3.12
  7 ,    3.30
  8 ,    2.13
  9 ,    1.82
 10 ,    6.14
 11 ,    2.96
 12 ,    4.03
  1 ,    3.08
  2 ,    3.56
  3 ,    1.44
  4 ,    0.77
  5 ,    4.34
  6 ,    1.26
  7 ,    3.65
  8 ,    2.05
  9 ,    5.88
 10 ,    6.84
 11 ,    2.55
 12 ,    2.57
  1 ,    3.54
  2 ,    1.18
  3 ,    1.94
  4 ,    3.56
  5 ,    1.87
  6 ,    2.75
  7 ,    2.24
  8 ,    1.56
  9 ,    3.57
 10 ,    3.69
 11 ,    2.58
 12 ,    3.40
  1 ,    4.22
  2 ,    1.82
  3 ,    1.92
  4 ,    1.86
  5 ,    3.73
  6 ,    1.80
  7 ,    1.16
  8 ,    3.09
  9 ,    1.02
 10 ,    1.19
 11 ,    5.76
 12 ,    3.92
  1 ,    3.84
  2 ,    3.12
  3 ,    3.00
  4 ,    2.64
  5 ,    1.11
  6 ,    1.86
  7 ,    2.26
  8 ,    1.68
  9 ,    1.94
 10 ,    4.26
 11 ,    7.14
 12 ,    1.69
  1 ,    4.21
  2 ,    1.25
  3 ,    2.47
  4 ,    2.34
  5 ,    1.76
  6 ,    4.60
  7 ,    2.42
  8 ,    5.37
  9 ,    1.67
 10 ,    3.15
 11 ,    3.52
 12 ,    1.91
  1 ,    4.02
  2 ,    3.48
  3 ,    2.41
  4 ,    2.97
  5 ,    2.57
  6 ,    5.06
  7 ,    2.67
  8 ,    1.26
  9 ,    1.60
 10 ,    2.16
 11 ,    3.61
 12 ,    4.07
  1 ,    1.78
  2 ,    1.80
  3 ,    1.42
  4 ,    1.75
  5 ,    2.63
  6 ,    0.80
  7 ,    2.97
  8 ,    4.72
  9 ,    2.70
 10 ,    2.19
 11 ,    3.29
 12 ,    3.71
  1 ,    8.00
  2 ,    4.57
  3 ,    1.87
  4 ,    0.63
  5 ,    2.02
  6 ,    2.13
  7 ,    2.13
  8 ,    1.89
  9 ,    4.89
 10 ,    4.49
 11 ,    3.51
 12 ,    3.11
  1 ,    5.21
  2 ,    1.24
  3 ,    1.65
  4 ,    2.78
  5 ,    0.94
  6 ,    0.17
  7 ,    1.89
  8 ,    1.86
  9 ,    2.63
 10 ,    2.34
 11 ,    2.72
 12 ,    2.36
  1 ,    1.89
  2 ,    1.59
  3 ,    2.44
  4 ,    0.76
  5 ,    2.23
  6 ,    0.45
  7 ,    0.52
  8 ,    0.03
  9 ,    6.21
 10 ,    6.11
 11 ,    3.19
 12 ,    3.27
  1 ,    3.12
  2 ,    5.93
  3 ,    2.24
  4 ,    1.98
  5 ,    1.98
  6 ,    2.14
  7 ,    0.98
  8 ,    3.59
  9 ,    1.09
 10 ,    4.35
 11 ,    4.65
 12 ,    3.08
  1 ,    3.65
  2 ,    2.91
  3 ,    1.89
  4 ,    1.28
  5 ,    0.59
  6 ,    1.22
  7 ,    3.58
  8 ,    2.40
  9 ,    2.05
 10 ,    1.02
 11 ,    2.82
 12 ,    5.51
  1 ,    3.59
  2 ,    2.13
  3 ,    3.28
  4 ,    2.69
  5 ,    3.87
  6 ,    0.94
  7 ,    0.52
  8 ,    3.67
  9 ,    1.76
 10 ,    6.26
 11 ,    3.69
 12 ,    6.02
  1 ,    2.28
  2 ,    3.54
  3 ,    3.61
  4 ,    0.84
  5 ,    1.08
  6 ,    3.01
  7 ,    2.12
  8 ,    2.61
  9 ,    2.97
 10 ,    4.70
 11 ,    2.55
 12 ,    3.26
  1 ,    1.60
  2 ,    2.07
  3 ,    6.48
  4 ,    0.89
  5 ,    2.77
  6 ,    1.11
  7 ,    1.09
  8 ,    0.95
  9 ,    6.49
 10 ,    8.55
 11 ,    2.04
 12 ,    3.07
  1 ,    2.65
  2 ,    3.08
  3 ,    2.66
  4 ,    0.71
  5 ,    1.20
  6 ,    3.72
  7 ,    2.12
  8 ,    2.92
  9 ,    4.15
 10 ,    4.25
 11 ,    5.56
 12 ,    3.11
  1 ,    3.57
  2 ,    1.22
  3 ,    2.83
  4 ,    2.68
  5 ,    3.09
  6 ,    1.69
  7 ,    1.56
  8 ,    2.25
  9 ,    3.69
 10 ,    3.22
 11 ,    1.75
 12 ,    4.81
  1 ,    3.17
  2 ,    2.05
  3 ,    1.39
  4 ,    0.33
  5 ,    1.76
  6 ,    0.98
  7 ,    1.51
  8 ,    1.59
  9 ,    6.07
 10 ,    3.74
 11 ,    5.71
 12 ,    5.26
  1 ,    2.80
  2 ,    1.17
  3 ,    2.64
  4 ,    2.44
  5 ,    1.15
  6 ,    4.10
  7 ,    2.77
  8 ,    4.15
  9 ,    1.16
 10 ,    2.26
 11 ,    3.89
 12 ,    5.75
  1 ,    3.30
  2 ,    0.00
  3 ,    2.01
  4 ,    2.77
  5 ,    2.52
  6 ,    2.25
  7 ,    1.61
  8 ,    4.13
  9 ,    0.36
 10 ,    3.23
 11 ,    5.27
 12 ,    7.40
  1 ,    0.71
  2 ,    1.90
  3 ,    3.14
  4 ,    2.00
  5 ,    0.78
  6 ,    2.63
  7 ,    1.80
  8 ,    2.26
  9 ,    3.08
 10 ,    8.63
 11 ,    4.06
 12 ,    2.55
  1 ,    6.46
  2 ,    1.86
  3 ,    4.07
  4 ,    1.59
  5 ,    2.44
  6 ,    3.04
  7 ,    3.03
  8 ,    3.10
  9 ,    3.01
 10 ,    3.88
 11 ,    1.45
 12 ,    1.45
  1 ,    2.75
  2 ,    2.82
  3 ,    3.35
  4 ,    2.51
  5 ,    0.47
  6 ,    1.66
  7 ,    1.35
  8 ,    2.66
  9 ,    1.57
 10 ,    4.10
 11 ,    2.91
 12 ,    4.73
  1 ,    4.65
  2 ,    3.59
  3 ,    0.57
  4 ,    0.82
  5 ,    0.96
  6 ,    2.54
  7 ,    1.30
  8 ,    1.68
  9 ,    2.27
 10 ,    4.28
 11 ,    3.12
 12 ,    3.84
  1 ,    3.82
  2 ,    2.18
  3 ,    2.62
  4 ,    3.04
  5 ,    0.37
  6 ,    1.68
  7 ,    3.15
  8 ,    1.02
  9 ,    2.19
 10 ,    5.61
 11 ,    3.92
 12 ,    0.70
  1 ,    1.86
  2 ,    2.19
  3 ,    2.63
  4 ,    2.74
  5 ,    1.72
  6 ,    1.95
  7 ,    2.36
  8 ,    5.88
  9 ,    2.94
 10 ,    3.06
 11 ,    4.31
 12 ,    4.33
  1 ,    3.68
  2 ,    0.93
  3 ,    0.97
  4 ,    2.24
  5 ,    4.27
  6 ,    7.50
  7 ,    2.91
  8 ,    1.88
  9 ,    2.63
 10 ,    1.80
 11 ,    4.44
 12 ,    5.61
  1 ,    4.19
  2 ,    3.43
  3 ,    4.52
  4 ,    2.91
  5 ,    1.63
  6 ,    1.11
  7 ,    2.15
  8 ,    3.15
  9 ,    4.56
 10 ,    3.61
 11 ,    3.92
 12 ,    6.20
  1 ,    5.73
  2 ,    4.30
  3 ,    2.55
  4 ,    1.05
  5 ,    1.98
  6 ,    0.53
  7 ,    1.45
  8 ,    0.31
  9 ,    3.04
 10 ,    3.42
 11 ,    4.61
 12 ,    3.68
  1 ,    2.96
  2 ,    2.65
  3 ,    1.76
  4 ,    2.29
  5 ,    2.73
  6 ,    1.06
  7 ,    1.10
  8 ,    2.09
  9 ,    1.20
 10 ,    4.22
 11 ,    3.96
 12 ,    1.26
  1 ,    0.18
  2 ,    3.35
  3 ,    0.85
  4 ,    0.58
  5 ,    2.86
  6 ,    4.95
  7 ,    2.31
  8 ,    4.14
  9 ,    2.13
 10 ,    2.57
 11 ,    8.62
 12 ,    2.55
  1 ,    4.93
  2 ,    0.72
  3 ,    3.45
  4 ,    4.39
  5 ,    0.59
  6 ,    4.73
  7 ,    1.55
  8 ,    1.71
  9 ,    3.59
 10 ,    4.89
 11 ,    4.06
 12 ,    3.61
  1 ,    5.63
  2 ,    1.91
  3 ,    2.33
  4 ,    2.48
  5 ,    1.68
  6 ,    2.34
  7 ,    0.57
  8 ,    4.99
  9 ,    4.01
 10 ,    3.34
 11 ,    2.92
 12 ,    5.37
  1 ,    2.14
  2 ,    4.21
  3 ,    1.13
  4 ,    3.45
  5 ,    2.30
  6 ,    2.12
  7 ,    2.96
  8 ,    2.34
  9 ,    3.76
 10 ,    7.68
 11 ,    5.98
 12 ,    5.66
  1 ,    2.22
  2 ,    3.58
  3 ,    3.03
  4 ,    2.99
  5 ,    1.75
  6 ,    1.10
  7 ,    3.88
  8 ,    3.84
  9 ,    2.13
 10 ,    5.80
 11 ,    3.46
 12 ,    1.61
  1 ,    4.45
  2 ,    4.38
  3 ,    1.92
  4 ,    2.24
  5 ,    4.75
  6 ,    1.98
  7 ,    1.81
  8 ,    2.23
  9 ,    1.69
 10 ,    5.57
 11 ,    7.09
 12 ,    3.34
  1 ,    2.27
  2 ,    1.09
  3 ,    1.83
  4 ,    1.45
  5 ,    2.03
  6 ,    1.84
  7 ,    2.83
  8 ,    1.00
  9 ,    2.47
 10 ,    3.10
 11 ,    4.39
 12 ,    3.59
  1 ,    3.90
  2 ,    1.91
  3 ,    1.20
  4 ,    1.98
  5 ,    1.43
  6 ,    1.02
  7 ,    1.85
  8 ,    6.30
  9 ,    3.22
 10 ,    6.65
 11 ,    2.21
 12 ,    3.53
  1 ,    2.10
  2 ,    1.76
  3 ,    1.01
  4 ,    3.28
  5 ,    1.19
  6 ,    1.17
  7 ,    3.06
  8 ,    1.58
  9 ,    2.29
 10 ,    7.65
 11 ,    5.05
 12 ,    2.25
  1 ,    1.19
  2 ,    2.00
  3 ,    3.13
  4 ,    1.54
  5 ,    4.67
  6 ,    0.75
  7 ,    1.29
  8 ,    2.68
  9 ,    2.11
 10 ,    3.22
 11 ,    5.20
 12 ,    6.06
  1 ,    3.73
  2 ,    3.62
  3 ,    2.72
  4 ,    0.39
  5 ,    3.22
  6 ,    3.63
  7 ,    6.11
  8 ,    2.34
  9 ,    2.26
 10 ,    1.13
 11 ,    1.91
 12 ,    4.08
  1 ,    5.51
  2 ,    1.75
  3 ,    2.98
  4 ,    3.13
  5 ,    2.52
  6 ,    2.38
  7 ,    3.32
  8 ,    4.05
  9 ,    2.86
 10 ,    6.05
 11 ,    3.16
 12 ,    2.66
  1 ,    4.45
  2 ,    0.93
  3 ,    1.36
  4 ,    2.37
  5 ,    2.79
  6 ,    2.35
  7 ,    6.09
  8 ,    2.34
  9 ,    0.90
 10 ,    3.24
 11 ,    8.02
 12 ,    4.91
  1 ,    2.18
  2 ,    1.50
  3 ,    2.55
  4 ,    1.20
  5 ,    2.31
  6 ,    0.91
  7 ,    4.81
  8 ,    1.35
  9 ,    2.45
 10 ,    3.69
 11 ,    4.25
 12 ,    0.90
  1 ,    3.61
  2 ,    2.06
  3 ,    0.95
  4 ,    0.76
  5 ,    1.75
  6 ,    2.02
  7 ,    1.97
  8 ,    2.52
  9 ,    2.45
 10 ,    3.35
 11 ,    2.60
 12 ,    4.98
  1 ,    2.54
  2 ,    1.50
  3 ,    0.94
  4 ,    3.66
  5 ,    2.26
  6 ,    5.83
  7 ,    3.00
  8 ,    3.94
  9 ,    3.42
 10 ,    5.34
 11 ,    6.31
 12 ,    6.64
  1 ,    2.92
  2 ,    2.38
  3 ,    1.57
  4 ,    1.31
  5 ,    2.39
  6 ,    1.77
  7 ,    1.42
  8 ,    2.89
  9 ,    2.43
 10 ,    5.41
 11 ,    3.54
 12 ,    6.35
  1 ,    7.69
  2 ,    6.76
  3 ,    1.92
  4 ,    2.20
  5 ,    2.50
  6 ,    2.16
  7 ,    0.80
  8 ,    4.20
  9 ,    0.50
 10 ,    4.35
 11 ,    4.83
 12 ,    3.28
  1 ,    3.84
  2 ,    2.32
  3 ,    2.13
  4 ,    1.03
  5 ,    3.24
  6 ,    1.54
  7 ,    3.82
  8 ,    3.06
  9 ,    2.04
 10 ,    2.95
 11 ,    5.83
 12 ,    8.28
  1 ,    5.75
  2 ,    3.37
  3 ,    2.54
  4 ,    2.06
  5 ,    2.22
  6 ,    2.98
